,symbol,available_days,first_trading_day,last_trading_day
2118,SBIETFCON,888,2021-07-29,2025-03-03
2119,SBIETFIT,1075,2020-10-22,2025-03-03
2120,SBIETFPB,1075,2020-10-22,2025-03-03
2121,SBIETFQLTY,1270,2020-01-01,2025-03-03
2122,SBILIFE,1270,2020-01-01,2025-03-03
2123,SBIN,1270,2020-01-01,2025-03-03
2124,SBINEQWETF,154,2024-07-23,2025-03-03
2125,SBISILVER,164,2024-07-08,2025-03-03
2126,SCAPDVR,516,2020-01-01,2023-06-06
2127,SCHAEFFLER,1270,2020-01-01,2025-03-03
2128,SCHAND,1141,2020-03-04,2025-03-03
2129,SCHNEIDER,1210,2020-01-01,2025-03-03
2130,SCI,1260,2020-01-01,2025-03-03
2131,SCILAL,226,2024-04-04,2025-03-03
2132,SCPL,435,2022-11-22,2025-03-03
2133,SDBL,1074,2020-06-16,2025-03-03
2134,SDL24BEES,585,2022-05-10,2024-09-25
2135,SDL26BEES,692,2022-05-10,2025-03-03
2136,SEAMECLTD,1160,2020-01-01,2025-03-03
2137,SECMARK,220,2023-10-16,2025-03-03
2138,SECURCRED,406,2022-10-17,2024-06-21
2139,SECURKLOUD,841,2021-02-02,2025-03-03
2140,SEJALLTD,55,2022-04-05,2025-03-03
2141,SELAN,1270,2020-01-01,2025-03-03
2142,SELMC,261,2021-11-12,2025-03-03
2143,SELMCL,15,2020-03-04,2020-03-26
2144,SEMAC,75,2024-01-15,2024-05-22
2145,SENCO,404,2023-07-14,2025-03-03
2146,SENORES,46,2024-12-30,2025-03-03
2147,SENSEXADD,258,2024-02-15,2025-03-03
2148,SENSEXETF,347,2023-10-06,2025-03-03
2149,SENSEXIETF,297,2023-12-20,2025-03-03
2150,SEPC,737,2022-03-09,2025-03-03
2151,SEPOWER,589,2020-01-01,2023-06-14
2152,SEQUENT,1214,2020-01-01,2025-03-03
2153,SERVOTECH,505,2021-09-02,2025-03-03
2154,SESHAPAPER,1270,2020-01-01,2025-03-03
2155,SETCO,828,2020-01-01,2024-12-11
2156,SETF10GILT,1260,2020-01-02,2025-03-03
2157,SETFGOLD,1270,2020-01-01,2025-03-03
2158,SETFNIF50,1270,2020-01-01,2025-03-03
2159,SETFNIFBK,1270,2020-01-01,2025-03-03
2160,SETFNN50,1270,2020-01-01,2025-03-03
2161,SETUINFRA,328,2020-01-01,2022-11-16
2162,SEYAIND,522,2020-01-01,2023-05-22
2163,SFL,1270,2020-01-01,2025-03-03
2164,SGIL,738,2021-07-28,2024-12-30
2165,SGL,1142,2020-01-01,2025-03-03
2166,SGLTL,36,2025-01-13,2025-03-03
2167,SHAH,258,2023-07-03,2025-03-03
2168,SHAHALLOYS,778,2020-01-01,2025-03-03
2169,SHAILY,675,2022-04-04,2024-12-30
2170,SHAKTIPUMP,942,2020-01-01,2025-03-03
2171,SHALBY,1270,2020-01-01,2025-03-03
2172,SHALPAINTS,1270,2020-01-01,2025-03-03
2173,SHANKARA,1270,2020-01-01,2025-03-03
2174,SHANTI,566,2021-09-16,2025-03-03
2175,SHANTIGEAR,1270,2020-01-01,2025-03-03
2176,SHARDACROP,1270,2020-01-01,2025-03-03
2177,SHARDAMOTR,1196,2020-01-01,2025-03-03
2178,SHAREINDIA,1097,2020-09-21,2025-03-03
2179,SHARIABEES,1265,2020-01-01,2025-03-03
2180,SHEMAROO,1044,2020-01-01,2025-03-03
2181,SHIL,484,2020-01-09,2022-06-20
2182,SHILPAMED,1270,2020-01-01,2025-03-03
2183,SHIRPUR-G,187,2020-01-01,2020-11-23
2184,SHIVALIK,799,2021-12-09,2025-03-03
2185,SHIVAMAUTO,997,2020-01-01,2025-03-03
2186,SHIVAMILLS,1133,2020-01-01,2025-03-03
2187,SHIVATEX,1192,2020-01-01,2025-03-03
2188,SHK,1270,2020-01-01,2025-03-03
2189,SHOPERSTOP,1270,2020-01-01,2025-03-03
2190,SHRADHA,671,2020-10-22,2024-06-24
2191,SHREDIGCEM,1269,2020-01-01,2025-03-03
2192,SHREECEM,1269,2020-01-01,2025-03-03
2193,SHREEPUSHK,1207,2020-01-01,2025-03-03
2194,SHREERAMA,767,2020-01-01,2024-11-28
2195,SHRENIK,987,2020-01-01,2025-03-03
2196,SHREYANIND,1117,2020-01-01,2025-03-03
2197,SHREYAS,1121,2020-01-01,2024-10-22
2198,SHRIPISTON,381,2023-05-22,2025-03-03
2199,SHRIRAMCIT,710,2020-01-01,2022-11-28
2200,SHRIRAMEPC,532,2020-01-01,2022-03-08
2201,SHRIRAMFIN,544,2022-12-20,2025-03-03
2202,SHRIRAMPPS,792,2021-12-20,2025-03-03
2203,SHYAMCENT,1087,2020-01-01,2025-03-03
2204,SHYAMMETL,912,2021-06-24,2025-03-03
2205,SHYAMTEL,235,2020-03-05,2024-10-30
2206,SICAGEN,324,2020-01-01,2021-07-20
2207,SICAL,451,2020-01-01,2022-12-28
2208,SICALLOG,2,2023-10-27,2023-10-30
2209,SIEMENS,1269,2020-01-01,2025-03-03
2210,SIGACHI,806,2021-11-30,2025-03-03
2211,SIGIND,1137,2020-01-01,2025-03-03
2212,SIGMA,401,2023-06-09,2025-03-03
2213,SIGNATURE,353,2023-09-27,2025-03-03
2214,SIGNPOST,204,2024-02-28,2024-12-30
2215,SIKKO,563,2021-10-22,2025-03-03
2216,SIL,177,2024-03-11,2025-03-03
2217,SILGO,858,2021-03-03,2025-03-03
2218,SILINV,1149,2020-01-01,2025-03-03
2219,SILLYMONKS,783,2020-07-08,2025-03-03
2220,SILVER,760,2022-02-03,2025-03-03
2221,SILVER1,219,2024-04-16,2025-03-03
2222,SILVERADD,258,2024-02-15,2025-03-03
2223,SILVERBEES,697,2022-05-10,2025-03-03
2224,SILVERETF,463,2023-04-20,2025-03-03
2225,SILVERIETF,297,2023-12-20,2025-03-03
2226,SILVERTUC,639,2022-05-12,2025-03-03
2227,SILVRETF,370,2023-09-01,2025-03-03
2228,SIMBHALS,925,2020-01-01,2024-06-26
2229,SIMPLEXINF,896,2020-01-01,2025-03-03
2230,SINCLAIR,222,2024-04-10,2025-03-03
2231,SINDHUTRAD,365,2023-06-20,2025-03-03
2232,SINTERCOM,1022,2020-10-07,2025-03-03
2233,SINTEX,245,2020-03-04,2022-03-21
2234,SIRCA,1172,2020-03-04,2025-03-03
2235,SIS,1267,2020-01-01,2025-03-03
2236,SITINET,475,2020-03-04,2023-06-06
2237,SIYSIL,1267,2020-01-01,2025-03-03
2238,SJS,815,2021-11-15,2025-03-03
2239,SJVN,1267,2020-01-01,2025-03-03
2240,SKFINDIA,1267,2020-01-01,2025-03-03
2241,SKIL,258,2020-03-04,2021-11-18
2242,SKIPPER,1267,2020-01-01,2025-03-03
2243,SKMEGGPROD,1211,2020-01-01,2025-03-03
2244,SKYGOLD,177,2023-01-06,2025-02-07
2245,SMALLCAP,247,2024-02-29,2025-03-03
2246,SMARTLINK,1068,2020-01-01,2025-03-03
2247,SMCGLOBAL,981,2021-03-10,2025-03-03
2248,SMLISUZU,1267,2020-01-01,2025-03-03
2249,SMLT,682,2021-11-25,2025-03-03
2250,SMSLIFE,1131,2020-01-01,2025-03-03
2251,SMSPHARMA,1267,2020-01-01,2025-03-03
2252,SNOWMAN,1267,2020-01-01,2025-03-03
2253,SOBHA,1267,2020-01-01,2025-03-03
2254,SOFTTECH,486,2022-02-25,2024-12-16
2255,SOLARA,1210,2020-01-01,2025-03-03
2256,SOLARINDS,1267,2020-01-01,2025-03-03
2257,SOMANYCERA,1199,2020-01-01,2025-03-03
2258,SOMATEX,546,2020-01-01,2024-12-02
2259,SOMICONVEY,799,2020-01-01,2025-03-03
2260,SONACOMS,911,2021-06-24,2025-03-03
2261,SONAMCLOCK,383,2022-04-07,2023-10-25
2262,SONAMLTD,185,2024-01-29,2025-03-03
2263,SONATSOFTW,1266,2020-01-01,2025-03-03
2264,SORILINFRA,640,2020-01-01,2022-08-17
2265,SOTL,1266,2020-01-01,2025-03-03
2266,SOUTHBANK,1266,2020-01-01,2025-03-03
2267,SOUTHWEST,1015,2020-01-01,2025-03-03
2268,SPAL,1266,2020-01-01,2025-03-03
2269,SPANDANA,1210,2020-01-01,2025-03-03
2270,SPARC,1212,2020-01-01,2025-03-03
2271,SPCENET,523,2020-03-04,2025-01-08
2272,SPECIALITY,1266,2020-01-01,2025-03-03
2273,SPENCERS,1266,2020-01-01,2025-03-03
2274,SPIC,1266,2020-01-01,2025-03-03
2275,SPICEJET,811,2020-01-01,2023-04-28
2276,SPLIL,1266,2020-01-01,2025-03-03
2277,SPLPETRO,676,2022-06-07,2025-03-03
2278,SPMLINFRA,698,2020-01-01,2024-12-30
2279,SPORTKING,622,2022-08-24,2025-03-03
2280,SPTL,477,2020-03-04,2023-03-02
2281,SPYL,60,2020-11-10,2023-11-20
2282,SRD,37,2024-10-09,2025-03-03
2283,SREEL,1266,2020-01-01,2025-03-03
2284,SREINFRA,492,2020-01-01,2022-05-24
2285,SRF,1266,2020-01-01,2025-03-03
2286,SRGHFL,378,2023-08-21,2025-03-03
2287,SRHHYPOLTD,1266,2020-01-01,2025-03-03
2288,SRIPIPES,493,2020-01-01,2022-01-12
2289,SRM,114,2024-04-19,2025-01-07
2290,SRPL,448,2020-09-23,2024-10-22
2291,SRTRANSFIN,723,2020-01-01,2022-12-19
2292,SSDL,124,2024-09-03,2025-03-03
2293,SSWL,1207,2020-01-01,2025-03-03
2294,STALLION,18,2025-02-05,2025-03-03
2295,STAMPEDE,43,2020-01-01,2020-04-09
2296,STANLEY,169,2024-06-28,2025-03-03
2297,STAR,1256,2020-01-01,2025-03-03
2298,STARCEMENT,1266,2020-01-01,2025-03-03
2299,STARHEALTH,797,2021-12-10,2025-03-03
2300,STARPAPER,1266,2020-01-01,2025-03-03
2301,STARTECK,464,2022-05-04,2025-03-03
2302,STCINDIA,1245,2020-01-01,2025-03-03
2303,STEELCAS,810,2021-11-23,2025-03-03
2304,STEELCITY,1266,2020-01-01,2025-03-03
2305,STEELXIND,1128,2020-03-04,2025-03-03
2306,STEL,1086,2020-01-01,2025-03-03
2307,STERTOOLS,1266,2020-01-01,2025-03-03
2308,STINDIA,79,2020-01-03,2020-08-21
2309,STLTECH,1068,2020-10-29,2025-03-03
2310,STOVEKRAFT,1003,2021-02-05,2025-03-03
2311,STRTECH,198,2020-01-01,2020-10-28
2312,STYLAMIND,885,2021-08-02,2025-03-03
2313,STYLEBAAZA,121,2024-09-06,2025-03-03
2314,STYRENIX,520,2023-01-20,2025-03-03
2315,SUBCAPCITY,48,2022-09-13,2023-01-04
2316,SUBEX,143,2020-01-01,2020-10-21
2317,SUBEXLTD,1055,2020-11-19,2025-03-03
2318,SUBROS,1266,2020-01-01,2025-03-03
2319,SUDARSCHEM,1266,2020-01-01,2025-03-03
2320,SUJANAUNI,9,2020-11-10,2020-11-23
2321,SUKHJITS,573,2022-11-07,2025-03-03
2322,SULA,541,2022-12-22,2025-03-03
2323,SUMEETINDS,458,2020-03-04,2024-07-23
2324,SUMICHEM,1239,2020-02-07,2025-03-03
2325,SUMIT,486,2020-08-18,2025-03-03
2326,SUMMITSEC,1266,2020-01-01,2025-03-03
2327,SUNCLAY,280,2024-01-12,2025-03-03
2328,SUNCLAYLTD,882,2020-01-01,2023-08-09
2329,SUNDARAM,914,2020-01-01,2025-03-03
2330,SUNDARMFIN,1266,2020-01-01,2025-03-03
2331,SUNDARMHLD,1266,2020-01-01,2025-03-03
2332,SUNDRMBRAK,1088,2020-01-01,2024-12-30
2333,SUNDRMFAST,1266,2020-01-01,2025-03-03
2334,SUNFLAG,1221,2020-01-01,2024-12-30
2335,SUNPHARMA,1266,2020-01-01,2025-03-03
2336,SUNTECK,1266,2020-01-01,2025-03-03
2337,SUNTV,1266,2020-01-01,2025-03-03
2338,SUPERHOUSE,1266,2020-01-01,2025-03-03
2339,SUPERSPIN,747,2020-03-04,2025-03-03
2340,SUPPETRO,485,2020-01-01,2022-04-06
2341,SUPRAJIT,1266,2020-01-01,2025-03-03
2342,SUPREME,20,2025-02-03,2025-03-03
2343,SUPREMEENG,514,2020-12-04,2024-05-14
2344,SUPREMEIND,1266,2020-01-01,2025-03-03
2345,SUPREMEINF,261,2020-01-01,2023-06-07
2346,SUPRIYA,785,2021-12-28,2025-03-03
2347,SURAJEST,236,2023-12-26,2025-03-03
2348,SURAJLTD,28,2024-08-29,2025-03-03
2349,SURAKSHA,61,2024-12-06,2025-03-03
2350,SURANASOL,780,2020-01-01,2025-03-03
2351,SURANAT&P,1057,2020-01-01,2025-03-03
2352,SURYALAXMI,1076,2020-01-01,2025-03-03
2353,SURYAROSNI,1266,2020-01-01,2025-03-03
2354,SURYODAY,970,2021-03-26,2025-03-03
2355,SUTLEJTEX,1266,2020-01-01,2025-03-03
2356,SUULD,658,2020-10-19,2024-07-02
2357,SUVEN,1203,2020-01-01,2025-03-03
2358,SUVENPHAR,1213,2020-03-24,2025-03-03
2359,SUVIDHAA,792,2021-04-16,2025-03-03
2360,SUYOG,134,2024-08-20,2025-03-03
2361,SUZLON,1075,2020-01-01,2025-03-03
2362,SVLL,192,2023-04-21,2025-03-03
2363,SVPGLOB,638,2021-07-14,2024-12-11
2364,SWANENERGY,1266,2020-01-01,2025-03-03
2365,SWARAJENG,1266,2020-01-01,2025-03-03
2366,SWELECTES,1166,2020-01-01,2025-03-03
2367,SWIGGY,76,2024-11-13,2025-03-03
2368,SWSOLAR,1210,2020-01-01,2025-03-03
2369,SYMPHONY,1266,2020-01-01,2025-03-03
2370,SYNCOM,32,2020-01-01,2020-09-25
2371,SYNCOMF,511,2022-11-18,2025-03-03
2372,SYNDIBANK,51,2020-01-01,2020-03-19
2373,SYNGENE,1266,2020-01-01,2025-03-03
2374,SYRMA,620,2022-08-26,2025-03-03
2375,TAINWALCHM,1075,2020-01-01,2025-03-03
2376,TAJGVK,1266,2020-01-01,2025-03-03
2377,TAKE,1199,2020-01-01,2025-01-23
2378,TALBROAUTO,1184,2020-01-01,2025-03-03
2379,TALWALKARS,35,2020-01-01,2020-02-20
2380,TALWGYM,35,2020-01-01,2020-02-20
2381,TANLA,1189,2020-01-01,2025-03-03
2382,TARACHAND,125,2024-04-16,2025-01-10
2383,TARAPUR,74,2021-05-06,2022-04-08
2384,TARC,850,2021-01-04,2025-03-03
2385,TARIL,21,2025-02-01,2025-03-03
2386,TARMAT,1132,2020-01-01,2025-03-03
2387,TARSONS,807,2021-11-26,2025-03-03
2388,TASTYBITE,1266,2020-01-01,2025-03-03
2389,TATACHEM,1266,2020-01-01,2025-03-03
2390,TATACOFFEE,987,2020-01-01,2024-01-12
2391,TATACOMM,1266,2020-01-01,2025-03-03
2392,TATACONSUM,1229,2020-02-27,2025-03-03
2393,TATAELXSI,1266,2020-01-01,2025-03-03
2394,TATAGLOBAL,37,2020-01-01,2020-02-26
2395,TATAGOLD,277,2024-01-17,2025-03-03
2396,TATAINVEST,1206,2020-01-01,2025-03-03
2397,TATAMETALI,1002,2020-01-01,2024-02-05
2398,TATAMOTORS,1266,2020-01-01,2025-03-03
2399,TATAMTRDVR,1140,2020-01-01,2024-08-29
2400,TATAPOWER,1266,2020-01-01,2025-03-03
2401,TATASTEEL,1266,2020-01-01,2025-03-03
2402,TATASTLBSL,385,2020-01-01,2021-08-05
2403,TATASTLLP,883,2020-01-01,2023-11-16
2404,TATATECH,310,2023-11-30,2025-03-03
2405,TATSILV,277,2024-01-17,2025-03-03
2406,TATVA,887,2021-07-29,2025-03-03
2407,TBOTEK,199,2024-05-15,2025-03-03
2408,TBZ,1266,2020-01-01,2025-03-03
2409,TCI,1266,2020-01-01,2025-03-03
2410,TCIDEVELOP,652,2020-01-01,2022-11-10
2411,TCIEXP,1266,2020-01-01,2025-03-03
2412,TCIFINANCE,215,2020-01-01,2024-06-12
2413,TCLCONS,120,2023-10-31,2025-02-06
2414,TCNSBRANDS,1142,2020-01-01,2024-09-02
2415,TCPLPACK,1266,2020-01-01,2025-03-03
2416,TCS,1266,2020-01-01,2025-03-03
2417,TDPOWERSYS,1266,2020-01-01,2025-03-03
2418,TEAMLEASE,1266,2020-01-01,2025-03-03
2419,TECH,821,2021-11-03,2025-03-03
2420,TECHIN,436,2020-01-01,2023-08-10
2421,TECHM,1266,2020-01-01,2025-03-03
2422,TECHNOE,1203,2020-01-01,2025-03-03
2423,TECHNOFAB,117,2020-01-01,2020-11-27
2424,TECILCHEM,54,2024-06-03,2025-03-03
2425,TEGA,796,2021-12-13,2025-03-03
2426,TEJASNET,1133,2020-01-01,2025-03-03
2427,TEMBO,688,2021-04-23,2024-09-05
2428,TERASOFT,923,2020-01-01,2024-11-14
2429,TEXINFRA,1266,2020-01-01,2025-03-03
2430,TEXMOPIPES,1216,2020-01-01,2025-03-03
2431,TEXRAIL,1266,2020-01-01,2025-03-03
2432,TFCILTD,1266,2020-01-01,2025-03-03
2433,TFL,582,2020-03-04,2024-05-10
2434,TGBHOTELS,942,2020-01-01,2025-03-03
2435,THANGAMAYL,1266,2020-01-01,2025-03-03
2436,THEINVEST,1072,2020-01-01,2025-03-03
2437,THEJO,344,2023-10-10,2025-03-03
2438,THEMISMED,1133,2020-01-01,2025-03-03
2439,THERMAX,1266,2020-01-01,2025-03-03
2440,THOMASCOOK,1210,2020-01-01,2025-03-03
2441,THOMASCOTT,80,2023-02-22,2024-12-16
2442,THYROCARE,1266,2020-01-01,2025-03-03
2443,TI,1105,2020-03-04,2025-03-03
2444,TICL,16,2025-02-07,2025-03-03
2445,TIDEWATER,1104,2020-01-01,2024-10-08
2446,TIIL,1266,2020-01-01,2025-03-03
2447,TIINDIA,1266,2020-01-01,2025-03-03
2448,TIJARIA,700,2020-01-01,2024-03-01
2449,TIL,703,2020-01-01,2025-03-03
2450,TIMESGTY,1064,2020-01-01,2024-12-24
2451,TIMETECHNO,1266,2020-01-01,2025-03-03
2452,TIMKEN,1266,2020-01-01,2025-03-03
2453,TINPLATE,991,2020-01-01,2024-01-18
2454,TIPSFILMS,370,2022-10-20,2024-12-30
2455,TIPSINDLTD,834,2020-03-04,2024-09-27
2456,TIPSMUSIC,105,2024-09-30,2025-03-03
2457,TIRUMALCHM,1266,2020-01-01,2025-03-03
2458,TIRUPATIFL,464,2020-08-04,2024-06-21
2459,TITAGARH,421,2023-06-19,2025-03-03
2460,TITAN,1266,2020-01-01,2025-03-03
2461,TMB,603,2022-09-21,2025-03-03
2462,TMRVL,535,2020-01-01,2022-07-15
2463,TNIDETF,715,2022-04-08,2025-03-03
2464,TNPETRO,1266,2020-01-01,2025-03-03
2465,TNPL,1266,2020-01-01,2025-03-03
2466,TNTELE,103,2023-11-22,2024-12-30
2467,TOKYOPLAST,1244,2020-01-01,2025-03-03
2468,TOLINS,105,2024-09-30,2025-03-03
2469,TOP100CASE,176,2024-06-19,2025-03-03
2470,TOP10ADD,118,2024-09-11,2025-03-03
2471,TORNTPHARM,1266,2020-01-01,2025-03-03
2472,TORNTPOWER,1266,2020-01-01,2025-03-03
2473,TOTAL,918,2020-08-28,2025-03-03
2474,TOUCHWOOD,824,2020-01-21,2025-02-21
2475,TPHQ,64,2024-06-10,2024-12-17
2476,TPLPLASTEH,1136,2020-01-01,2025-03-03
2477,TRACXN,583,2022-10-20,2025-03-03
2478,TRANSRAILL,47,2024-12-27,2025-03-03
2479,TRANSWORLD,90,2024-10-23,2025-03-03
2480,TREEHOUSE,867,2020-01-01,2025-03-03
2481,TREJHARA,820,2020-01-01,2025-03-03
2482,TREL,374,2023-08-25,2025-03-03
2483,TRENT,1266,2020-01-01,2025-03-03
2484,TRF,899,2020-01-01,2025-03-03
2485,TRIDENT,1205,2020-01-01,2025-03-03
2486,TRIGYN,1203,2020-01-01,2025-03-03
2487,TRIL,974,2020-01-01,2024-05-13
2488,TRITURBINE,1266,2020-01-01,2025-03-03
2489,TRIVENI,1266,2020-01-01,2025-03-03
2490,TRU,476,2022-09-01,2024-09-26
2491,TTKHLTCARE,1266,2020-01-01,2025-03-03
2492,TTKPRESTIG,1266,2020-01-01,2025-03-03
2493,TTL,1176,2020-01-01,2024-12-11
2494,TTML,890,2020-01-01,2025-03-03
2495,TV18BRDCST,1117,2020-01-01,2024-10-15
2496,TVSELECT,1088,2020-01-01,2025-03-03
2497,TVSHLTD,362,2023-08-10,2025-03-03
2498,TVSMOTOR,1266,2020-01-01,2025-03-03
2499,TVSSCS,376,2023-08-23,2025-03-03
2500,TVSSRICHAK,1266,2020-01-01,2025-03-03
2501,TVTODAY,1266,2020-01-01,2025-03-03
2502,TVVISION,211,2020-05-27,2024-02-21
2503,TWL,789,2020-01-01,2023-06-16
2504,UBL,1266,2020-01-01,2025-03-03
2505,UCAL,281,2023-07-26,2024-12-30
2506,UCALFUEL,871,2020-01-01,2023-07-25
2507,UCOBANK,1266,2020-01-01,2025-03-03
2508,UDAICEMENT,669,2021-12-23,2025-03-03
2509,UDS,348,2023-10-04,2025-03-03
2510,UFLEX,1266,2020-01-01,2025-03-03
2511,UFO,1201,2020-01-01,2025-03-03
2512,UGARSUGAR,1266,2020-01-01,2025-03-03
2513,UGROCAP,878,2021-08-11,2025-03-03
2514,UJAAS,441,2020-01-01,2023-11-02
2515,UJJIVAN,1059,2020-01-01,2024-05-02
2516,UJJIVANSFB,1266,2020-01-01,2025-03-03
2517,ULTRACEMCO,1266,2020-01-01,2025-03-03
2518,UMAEXPORTS,459,2022-04-25,2025-03-03
2519,UMANGDAIRY,1113,2020-01-01,2024-12-30
2520,UMESLTD,583,2020-01-01,2025-03-03
2521,UNICHEMLAB,1266,2020-01-01,2025-03-03
2522,UNIDT,1091,2020-09-25,2025-03-03
2523,UNIECOM,138,2024-08-13,2025-03-03
2524,UNIENTER,1266,2020-01-01,2025-03-03
2525,UNIINFO,597,2022-01-12,2025-03-03
2526,UNIMECH,45,2024-12-31,2025-03-03
2527,UNIONBANK,1266,2020-01-01,2025-03-03
2528,UNIONGOLD,6,2025-02-21,2025-03-03
2529,UNIPARTS,549,2022-12-12,2025-03-03
2530,UNIPLY,167,2020-01-01,2020-09-11
2531,UNITDSPR,183,2024-06-07,2025-03-03
2532,UNITEDBNK,52,2020-01-01,2020-03-20
2533,UNITEDPOLY,502,2021-12-31,2025-03-03
2534,UNITEDTEA,1266,2020-01-01,2025-03-03
2535,UNIVAFOODS,7,2023-09-18,2023-12-18
2536,UNIVASTU,952,2020-06-22,2025-01-17
2537,UNIVCABLES,1266,2020-01-01,2025-03-03
2538,UNIVPHOTO,1121,2020-03-02,2024-12-23
2539,UNOMINDA,633,2022-08-05,2025-03-03
2540,UPL,1266,2020-01-01,2025-03-03
2541,URAVI,245,2023-07-05,2025-01-15
2542,URAVIDEF,33,2025-01-16,2025-03-03
2543,URJA,815,2020-03-04,2024-10-24
2544,USHAMART,1266,2020-01-01,2025-03-03
2545,USK,313,2023-04-20,2025-03-03
2546,UTIAMC,1081,2020-10-12,2025-03-03
2547,UTIBANKETF,1105,2020-09-04,2025-03-03
2548,UTINEXT50,1265,2020-01-01,2025-03-03
2549,UTINIFTETF,1266,2020-01-01,2025-03-03
2550,UTISENSETF,1266,2020-01-01,2025-03-03
2551,UTISXN50,1243,2020-01-03,2025-03-03
2552,UTKARSHBNK,398,2023-07-21,2025-03-03
2553,UTTAMSTL,354,2020-01-01,2022-05-24
2554,UTTAMSUGAR,1200,2020-01-01,2025-03-03
2555,UVSL,112,2020-01-01,2020-11-20
2556,UYFINCORP,103,2024-10-03,2025-03-03
2557,V2RETAIL,811,2020-01-01,2024-03-26
2558,VADILALIND,1266,2020-01-01,2025-03-03
2559,VAIBHAVGBL,1266,2020-01-01,2025-03-03
2560,VAISHALI,1081,2020-01-15,2025-03-03
2561,VAKRANGEE,1256,2020-01-01,2025-03-03
2562,VAL30IETF,91,2024-10-22,2025-03-03
2563,VALIANTLAB,336,2023-10-20,2025-03-03
2564,VALIANTORG,1086,2020-10-05,2025-03-03
2565,VARDHACRLC,1266,2020-01-01,2025-03-03
2566,VARDMNPOLY,712,2020-03-04,2024-12-30
2567,VARROC,1266,2020-01-01,2025-03-03
2568,VASCONEQ,1227,2020-01-01,2025-03-03
2569,VASWANI,1014,2020-01-01,2025-03-03
2570,VBL,1266,2020-01-01,2025-03-03
2571,VCL,364,2022-04-19,2025-03-03
2572,VEDL,1266,2020-01-01,2025-03-03
2573,VEEDOL,99,2024-10-09,2025-03-03
2574,VENKEYS,1266,2020-01-01,2025-03-03
2575,VENTIVE,46,2024-12-30,2025-03-03
2576,VENUSPIPES,676,2022-06-07,2025-03-03
2577,VENUSREM,1075,2020-01-01,2025-03-03
2578,VERANDA,647,2022-04-27,2025-03-03
2579,VERTOZ,920,2020-05-14,2025-01-29
2580,VESUVIUS,1266,2020-01-01,2025-03-03
2581,VETO,1171,2020-01-01,2025-03-03
2582,VGUARD,1266,2020-01-01,2025-03-03
2583,VHL,1266,2020-01-01,2025-03-03
2584,VIDHIING,1266,2020-01-01,2025-03-03
2585,VIJAYA,856,2021-09-14,2025-03-03
2586,VIJIFIN,651,2020-01-01,2024-11-13
2587,VIKASECO,1042,2020-01-01,2025-03-03
2588,VIKASLIFE,733,2021-05-06,2025-03-03
2589,VIKASMCORP,253,2020-01-01,2021-05-05
2590,VIKASPROP,586,2020-01-01,2022-08-22
2591,VIKASWSP,510,2020-01-01,2022-04-22
2592,VIMTALABS,1209,2020-01-01,2025-03-03
2593,VINATIORGA,1266,2020-01-01,2025-03-03
2594,VINCOFE,93,2024-10-18,2025-03-03
2595,VINDHYATEL,1266,2020-01-01,2025-03-03
2596,VINEETLAB,813,2021-06-29,2025-03-03
2597,VINNY,126,2022-11-28,2024-08-20
2598,VINYLINDIA,1203,2020-01-01,2025-03-03
2599,VIPCLOTHNG,882,2020-01-01,2025-03-03
2600,VIPIND,1266,2020-01-01,2025-03-03
2601,VIPULLTD,912,2020-01-01,2024-09-18
2602,VIRINCHI,356,2023-05-03,2025-03-03
2603,VISAKAIND,1266,2020-01-01,2025-03-03
2604,VISASTEEL,503,2020-01-01,2022-12-02
2605,VISESHINFO,292,2022-03-29,2023-09-14
2606,VISHAL,820,2020-08-31,2023-12-29
2607,VISHNU,1057,2020-01-01,2025-03-03
2608,VISHWARAJ,1266,2020-01-01,2025-03-03
2609,VIVIDHA,710,2020-03-04,2025-03-03
2610,VIVIMEDLAB,598,2020-01-01,2022-12-01
2611,VLEGOV,196,2023-08-29,2025-02-14
2612,VLSFINANCE,1266,2020-01-01,2025-03-03
2613,VMART,1266,2020-01-01,2025-03-03
2614,VMM,53,2024-12-18,2025-03-03
2615,VOLTAMP,1266,2020-01-01,2025-03-03
2616,VOLTAS,1266,2020-01-01,2025-03-03
2617,VPRPL,367,2023-09-05,2025-03-03
2618,VRAJ,156,2024-07-18,2025-03-03
2619,VRLLOG,1266,2020-01-01,2025-03-03
2620,VSSL,1226,2020-01-01,2025-03-03
2621,VSTIND,1266,2020-01-01,2025-03-03
2622,VSTL,156,2024-03-05,2025-03-03
2623,VSTTILLERS,1266,2020-01-01,2025-03-03
2624,VTL,1266,2020-01-01,2025-03-03
2625,WAAREEENER,87,2024-10-28,2025-03-03
2626,WABAG,1266,2020-01-01,2025-03-03
2627,WABCOINDIA,546,2020-01-01,2022-03-31
2628,WALCHANNAG,954,2020-01-01,2025-03-03
2629,WANBURY,147,2024-04-08,2025-03-03
2630,WATERBASE,933,2020-01-01,2023-10-25
2631,WCIL,109,2024-09-24,2025-03-03
2632,WEALTH,555,2021-01-21,2025-02-20
2633,WEBELSOLAR,1005,2020-01-01,2024-12-30
2634,WEIZFOREX,37,2020-01-01,2020-02-26
2635,WEIZMANIND,1090,2020-01-01,2025-03-03
2636,WEL,399,2023-01-04,2025-03-03
2637,WELCORP,1266,2020-01-01,2025-03-03
2638,WELENT,1266,2020-01-01,2025-03-03
